,author,statement,source,date,target
973,Monique Curet,"“Americans can get up to $50k in relief” from a “new benefit that just got released last week.""",Facebook posts,"May 23, 2022",pants-fire
974,Ciara O'Rourke,Photos of monkeypox lesions prove the current virus outbreak is a hoax.,Facebook posts,"May 23, 2022",false
975,Warren Fiske,Merrick Garland “sicced the police on parents when they were at the school boards simply trying to be heard for the safety of their children.”,Winsome Earle-Sears,"May 23, 2022",false
976,Samantha Putterman,"Supreme Court Justice Clarence Thomas and his wife Ginni posted a photo of themselves enjoying a $5,135 bottle of wine “as American women despair about abortion rights being taken away from them.”",Tweets,"May 20, 2022",false
977,Ciara O'Rourke,Video shows helicopters in Ukraine “being picked off in ambush - Short range air-to-air missile”,Facebook posts,"May 20, 2022",false
978,Ciara O'Rourke,Video shows “Russian tank column totally destroyed by attack helicopter.”,Facebook posts,"May 20, 2022",false
979,D.L. Davis,Says Gov. Tony Evers is “a big proponent of this defund the police movement.”,Rebecca Kleefisch,"May 20, 2022",false
980,Madison Czopek,Says Fox News and Candace Owens tweeted that “New studies show that 68% of those who used ivermectin to treat or prevent covid are suffering long-term bowel and urinary incontinence.”,Facebook posts,"May 19, 2022",false
981,Monique Curet,"“(Pfizer) says do not breastfeed. Baby formula shortages everywhere. Gates promotes brand new artificial breast milk technology. All within less than a 2 week period. …Nothing to see here.""",Facebook posts,"May 19, 2022",false
982,Monique Curet,“Don't let this formula shortage scare you!!! Make your baby some hemp milk w/sea moss. It’s easy I promise!”,Facebook posts,"May 19, 2022",false
983,Ciara O'Rourke,A photo of Ukrainians with paintball guns proves the war is staged.,Viral image,"May 19, 2022",pants-fire
984,Amy Sherman,"Georgia Secretary of State Brad Raffensperger used ""$50 million of Zuckerberg money"" in 2020 to ""tip the scales.""",Jody Hice,"May 19, 2022",false
985,Monique Curet,"""In Iran, if a 12-year-old girl is raped and impregnated by her father, she must carry the baby to term, or be thrown in prison for life. Wait, sorry, no, That's Alabama.""",Instagram posts,"May 19, 2022",false
986,Louis Jacobson,Agriculture “is still the No. 1 sector of the economy” in Georgia.,Gary Black,"May 19, 2022",false
987,Ciara O'Rourke,"Students in Wilkes County, North Carolina, “identify themselves as cats or ‘furries’” and “have asked for litter boxes to be placed in school restrooms for them to use.”",Facebook posts,"May 19, 2022",pants-fire
988,Jon Greenberg,“The Biden administration is bringing amendments that would propose that all nations of the earth cede their sovereignty over national health care decisions to the WHO.”,Michele Bachmann,"May 19, 2022",false
989,Ciara O'Rourke,"News interview proves that the Buffalo, New York supermarket shooting was staged.",Instagram posts,"May 19, 2022",pants-fire
990,Ciara O'Rourke,“Soldiers destroyed Russian tank with NLAW in ambush.”,Viral image,"May 19, 2022",false
991,Madison Czopek,The U.S. government’s inaction over buffalo killing that harmed Native American populations in the 1800s shows it is now “is creating food shortages” so that Americans are more “dependent on the government.”,Facebook posts,"May 19, 2022",false
992,Ciara O'Rourke,Goat’s milk is a good substitute for baby formula.,Facebook posts,"May 19, 2022",false
993,Ciara O'Rourke,“Breaking: Democrats introduce bill to put Americans in quarantine camps.”,Bloggers,"May 18, 2022",pants-fire
994,Amy Sherman,The problem with mail ballots in Lancaster County is a sign of “voter fraud.”,Tweets,"May 18, 2022",false
995,Ciara O'Rourke,Photo from “data leak at Elon Musk AND NASA … are said to be from one of Elon Musk’s Space-X satellites.”,Viral image,"May 18, 2022",false
996,Ciara O'Rourke,"CBS News reported that two more suspects were arrested in the Buffalo shooting, and that one more victim was identified.",Viral image,"May 18, 2022",false
997,Ciara O'Rourke,A recent photo shows the “Russian Orthodox Church blessing a rocket called Satan.”,Facebook posts,"May 18, 2022",false
998,Gabrielle Settles,"The mass shooting in Buffalo, New York was a “false flag event.”",Tweets,"May 18, 2022",pants-fire
999,Maria Ramirez,“The vast majority of individuals that we’re releasing out are not showing up for hearings.”,James Lankford,"• May 17,",false
1000,Ciara O'Rourke,Your state will send you free infant formula if you call Enfamil and Similac customer service numbers.,Facebook posts,"May 17, 2022",false
1001,Bill McCarthy,"A reporter who covered the Buffalo supermarket shooting was a ""crisis actor.""",Instagram posts,"May 17, 2022",pants-fire
1002,Monique Curet,Donations of baby formula to Ukraine helped cause the current U.S. shortage.,Facebook posts,"May 17, 2022",false
1003,Ciara O'Rourke,Images show Joe Biden surrounded by U.S. Marshals.,Facebook posts,"May 17, 2022",false
1004,Ciara O'Rourke,Mark Zuckerberg was arrested.,Facebook posts,"May 17, 2022",pants-fire
1005,Yacob Reyes,"“Disney stock is down more than 70% and attendance is down more than 55%! 10.1 million people canceled their Disney+ subscription.""",Facebook posts,"May 17, 2022",false
1006,Ciara O'Rourke,No planes are visible in footage of the 9/11 attack.,Viral image,"May 17, 2022",pants-fire
1007,Jon Greenberg,“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Blake Masters,"May 16, 2022",false
1008,Tom Kertscher,Says she never tweeted comments linking pedophilia and Islam.,Kathy Barnette,"May 16, 2022",pants-fire
1009,Monique Curet,Suggests Megan Thee Stallion was not shot in the foot.,Facebook posts,"May 16, 2022",false
1010,Gabrielle Settles,The NewProfilePic app is Russian spyware.,Facebook posts,"May 16, 2022",false
1011,Paul Specht,"State Sen. Kirk deViere voted against Medicaid expansion, the governor’s budget and teacher raises.",North Carolina Futures Action Fund,"May 16, 2022",false
1012,Louis Jacobson,“When President Biden took office … there was no vaccine available.”,Joe Biden,"May 16, 2022",false
1013,Ciara O'Rourke,“Your government quietly confirmed the fully vaccinated are developing Acquired Immunodeficiency Syndrome.”,Viral image,"May 16, 2022",pants-fire
1014,Ciara O'Rourke,Photos of the alleged Buffalo shooting gunman show two different people.,Facebook posts,"May 16, 2022",pants-fire
1015,Monique Curet,Homemade baby formula recipes offer a ‘viable option’ during U.S. shortage,Facebook posts,"May 13, 2022",false
1016,Louis Jacobson,“Agriculture is the No. 1 industry here in Pennsylvania.”,Kathy Barnette,"May 13, 2022",false
1017,Monique Curet,Says people can follow a 1960 recipe for homemade baby formula as a workaround during the current shortage.,Facebook posts,"May 13, 2022",false
1018,Monique Curet,Suggests Amber Heard snorted cocaine while on the stand in court.,Facebook posts,"May 12, 2022",pants-fire
1019,Samantha Putterman,The infant formula shortage was purposely created because Mark Zuckerberg and Bill Gates invested in artificial breast milk.,Facebook posts,"May 12, 2022",false
1020,Yacob Reyes,"“Is ANYONE asking how Ron DeSantis was worth $340,000 in 2020 and is now worth $52 million?""",Tweets,"May 12, 2022",false
1021,Gabrielle Settles,"An adenovirus is a combination of viruses, gastrointestinal virus, pneumonia and COVID-19 mixed together to “kill our children.”",Facebook posts,"May 12, 2022",false
1022,Warren Fiske,“CO2 is not a pollutant.”,Suburban Virginia Republican Coalition,"May 12, 2022",false
1023,Samantha Putterman,Supreme Court Justices Amy Coney Barrett and Samuel Alito said that the U.S. needs a “domestic supply of infants” to meet the needs of parents seeking to adopt.,Facebook posts,"May 12, 2022",false
1024,Monique Curet,"Says photo shows ""one of Tesla's lithium supply mines where entire mountains are eliminated.""",Facebook posts,"May 11, 2022",false
1025,Jeff Cercone,"Video shows abortion rights activist urging women to ""run on down to the abortion clinic"" if they get pregnant.",Facebook posts,"May 11, 2022",false
1026,Monique Curet,"Says photo shows ""the sharpest image of the sun ever recorded.""",Facebook posts,"May 11, 2022",false
1027,Monique Curet,"Says video shows ""Ukrainian forces shoot down Russian plane carrying hundreds (of) troops on Kyiv airport.""",Facebook posts,"May 10, 2022",false
1028,Monique Curet,"""148th Kentucky Derby winner Rich Strike jockey Sonny Leon just turned down a White House invite, saying 'If I wanted to see a horse's ass, I would have came (sic) in second.’""",Facebook posts,"May 10, 2022",pants-fire
1029,Monique Curet,"Margaret Sanger, founder of Planned Parenthood, referred to Black women as weeds that needed to be plucked from their garden, and was a supporter of the Ku Klux Klan and a Democrat.",Peggy Hubbard,"May 10, 2022",false
1030,Lyle Muller,"“Senator Grassley hopped off the Finance Committee, where he could be helpful to Iowa and the nation, in favor of the Judiciary Committee""",Mike Franken,"May 9, 2022",false
1031,Jeff Cercone,"""GOP Sen. Marsha Blackburn has proposed that birth control should only be legal for MARRIED couples.”",Tweets,"May 9, 2022",false
1032,Samantha Putterman,"“Tennessee just banned Plan B and made it a crime punishable by a $50,000 fine to order it.”",Pam Keith,"May 9, 2022",false
1033,Nusaiba Mizan,"""In Texas, Republicans passed a law allowing rapists to sue their victims for getting an abortion.""",Alexandria Ocasio-Cortez,"May 9, 2022",false
1034,Samantha Putterman,Amber Heard plagiarized lines from the movie “The Talented Mr. Ripley” in her opening statement during the Johnny Depp libel trial.,Facebook posts,"May 9, 2022",false
1035,Bill McCarthy,"When there is “a noose on a college dorm of a Black student” or a racial slur “on a dormitory building, the odds are overwhelming that a Black student actually did that.""",Dennis Prager,"May 6, 2022",false
1036,Samantha Putterman,“Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.”,Bloggers,"May 6, 2022",pants-fire
1037,Monique Curet,“Roe v. Wade happened because a woman lied about being raped by black men.”,Facebook posts,"May 6, 2022",false
1038,Samantha Putterman,“mRNA Vaccines Show No Mortality Benefit - Danish Study”,YouTube videos,"May 6, 2022",false
1039,Monique Curet,“Space X’s Starlink internet constellation has angered Russia as it was reported that the Starlink satellite constellation was used to guide the fire” on the Russian ship Moskva.,Facebook posts,"May 5, 2022",false
1040,Gabrielle Settles,Says JFK. Jr is masquerading as QAnon promoter Juan O. Savin.,Facebook posts,"May 5, 2022",pants-fire
1041,Jon Greenberg,“Republicans DO NOT want to throw doctors” in jail.,National Republican Senatorial Committee,"May 5, 2022",pants-fire
1042,Monique Curet,NBC News “covered up Hunter Biden laptop story.”,Elon Musk,"May 4, 2022",false
1043,Sara Swann,“There are 63 million abortions a year in this country.”,Jeanine Pirro,"May 4, 2022",false
1044,Jill Terreri,"“A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.”",The Gateway Pundit,"• May 4,",false
1045,Monique Curet,“White House physician demands Biden’s immediate resignation following his ‘obvious’ cognitive decline.”,Facebook posts,"May 3, 2022",false
1046,Madison Czopek,“Paying taxes is optional!!”,Facebook posts,"May 3, 2022",pants-fire
1047,Sara Swann,“Canada’s new law allows government to take children away if parents don’t accept kids’ ‘gender identity.’”,Instagram posts,"May 3, 2022",false
1048,Bill McCarthy,"Conservatives gained Twitter followers after the company announced its deal with Elon Musk because ""Twitter lifted a broad anti-conservative, anti-Trump shadow ban.”",Sean Hannity,"May 2, 2022",false
1049,Samantha Putterman,Images show the Ukrainian flag being replaced by the Soviet Union flag in Mariupol in 2022.,Instagram posts,"May 2, 2022",false
1050,Ciara O'Rourke,Jackie Chan is dead.,Facebook posts,"May 2, 2022",pants-fire
1051,Andy Nguyen,“The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.”,Facebook posts,"May 2, 2022",false
1052,Maria Ramirez,Sen. Mark Kelly voted “for benefits to illegals.”,National Republican Senatorial Committee,"• May 2,",false
1053,Tom Kertscher,"Matt Dolan sponsored Michael Bloomberg's “red-flag gun confiscation law, letting the people reporting your social media posts send SWAT teams to your house to take your guns.""",Ohio Gun Owners,"May 2, 2022",false
1054,Ciara O'Rourke,"The “Franklin scandal” broke in 1989 “when hundreds of children were apparently flown around the US to be abused by high ranking ‘Establishment’ members.""",Facebook posts,"April 29, 2022",false
